"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 08- 13","72.49","73.06","74.10","71.93","99.17M","-0.01%"
"2017- 08- 06","72.50","72.80","73.13","71.28","109.14M","-0.25%"
"2017- 07- 30","72.68","73.30","73.44","71.44","111.72M","-0.49%"
"2017- 07- 23","73.04","73.53","74.42","72.32","114.82M","-1.02%"
"2017- 07- 16","73.79","72.80","74.30","72.66","159.73M","1.39%"
"2017- 07- 09","72.78","69.46","73.27","69.20","96.36M","4.78%"
"2017- 07- 02","69.46","69.33","69.84","68.02","75.34M","0.77%"
"2017- 06- 25","68.93","71.40","71.71","68.09","123.71M","-3.20%"
"2017- 06- 18","71.21","70.50","71.25","69.71","115.78M","1.73%"
"2017- 06- 11","70.00","69.25","71.10","68.13","172.94M","-0.46%"
"2017- 06- 04","70.32","71.97","72.89","68.59","160.91M","-2.01%"
"2017- 05- 28","71.76","69.79","71.86","69.45","103.88M","2.57%"
"2017- 05- 21","69.96","67.89","70.22","67.50","88.01M","3.35%"
"2017- 05- 14","67.69","68.14","69.44","67.14","149.20M","-1.01%"
"2017- 05- 07","68.38","68.97","69.56","68.04","106.91M","-0.90%"
"2017- 04- 30","69.00","68.68","69.71","68.48","125.67M","0.79%"
"2017- 04- 23","68.46","67.48","69.14","67.10","160.72M","3.10%"
"2017- 04- 16","66.40","65.04","66.70","64.89","113.66M","2.23%"
"2017- 04- 09","64.95","65.61","65.86","64.85","71.75M","-1.11%"
"2017- 04- 02","65.68","65.81","66.35","65.19","87.06M","-0.27%"
"2017- 03- 26","65.86","64.63","66.19","64.35","88.48M","1.35%"
"2017- 03- 19","64.98","64.91","65.50","64.12","103.80M","0.17%"
"2017- 03- 12","64.87","65.01","65.24","64.15","129.11M","-0.09%"
"2017- 03- 05","64.93","63.97","65.26","63.81","98.17M","1.06%"
"2017- 02- 26","64.25","64.54","64.99","63.62","108.73M","-0.57%"
"2017- 02- 19","64.62","64.61","64.95","64.05","82.02M","0.00%"
"2017- 02- 12","64.62","64.24","65.24","64.02","104.83M","0.97%"
"2017- 02- 05","64.00","63.50","64.44","63.14","98.99M","0.50%"
"2017- 01- 29","63.68","65.69","65.79","62.75","172.72M","-3.19%"
"2017- 01- 22","65.78","62.70","65.91","62.57","160.80M","4.85%"
"2017- 01- 15","62.74","62.68","62.98","62.03","89.00M","0.06%"
"2017- 01- 08","62.70","62.76","63.40","61.95","100.88M","-0.22%"
"2017- 01- 01","62.84","62.79","63.15","62.03","86.83M","1.13%"
"2016- 12- 25","62.14","63.21","64.07","62.03","62.25M","-1.74%"
"2016- 12- 18","63.24","62.56","64.10","62.42","112.04M","1.51%"
"2016- 12- 11","62.30","61.82","63.45","61.72","156.39M","0.53%"
"2016- 12- 04","61.97","59.70","61.99","59.56","122.84M","4.59%"
"2016- 11- 27","59.25","60.34","61.41","58.80","137.81M","-2.11%"
"2016- 11- 20","60.53","60.50","61.26","60.13","73.12M","0.30%"
"2016- 11- 13","60.35","59.02","61.14","57.28","164.38M","2.25%"
"2016- 11- 06","59.02","59.78","60.78","57.63","200.82M","0.53%"
"2016- 10- 30","58.71","60.16","60.42","58.52","123.41M","-1.94%"
"2016- 10- 23","59.87","59.94","61.37","59.58","181.17M","0.35%"
"2016- 10- 16","59.66","57.36","60.45","56.66","195.35M","3.90%"
"2016- 10- 09","57.42","57.91","58.39","56.31","119.59M","-0.66%"
"2016- 10- 02","57.80","57.41","57.98","56.97","92.30M","0.35%"
"2016- 09- 25","57.60","57.08","58.17","56.68","125.66M","0.30%"
"2016- 09- 18","57.43","57.27","58.00","56.75","111.81M","0.31%"
"2016- 09- 11","57.25","56.00","57.63","55.61","155.38M","1.85%"
"2016- 09- 04","56.21","57.78","57.84","56.21","89.03M","-2.53%"
"2016- 08- 28","57.67","58.18","58.60","57.01","99.18M","-0.62%"
"2016- 08- 21","58.03","57.60","58.70","57.26","91.63M","0.71%"
"2016- 08- 14","57.62","58.01","58.50","57.20","90.15M","-0.55%"
"2016- 08- 07","57.94","58.05","58.50","57.62","91.97M","-0.03%"
"2016- 07- 31","57.96","56.60","58.21","56.14","139.12M","2.26%"
"2016- 07- 24","56.68","56.47","57.29","55.72","154.13M","0.19%"
"2016- 07- 17","56.57","53.70","56.84","52.93","239.60M","5.34%"
"2016- 07- 10","53.70","52.50","54.00","52.47","131.51M","2.68%"
"2016- 07- 03","52.30","50.83","52.36","50.39","100.95M","2.23%"
"2016- 06- 26","51.16","49.10","51.72","48.03","169.95M","2.67%"
"2016- 06- 19","49.83","50.64","52.06","49.52","261.05M","-0.60%"
"2016- 06- 12","50.13","49.58","50.72","49.06","236.45M","-2.62%"
"2016- 06- 05","51.48","51.99","52.73","51.04","106.40M","-0.60%"
"2016- 05- 29","51.79","52.26","53.00","51.60","109.19M","-1.01%"
"2016- 05- 22","52.32","50.60","52.49","49.98","127.14M","3.36%"
"2016- 05- 15","50.62","50.80","51.96","49.82","120.49M","-0.90%"
"2016- 05- 08","51.08","50.49","51.90","50.00","111.58M","1.37%"
"2016- 05- 01","50.39","50.00","50.75","49.46","134.01M","1.04%"
"2016- 04- 24","49.87","51.78","52.35","49.35","201.68M","-3.69%"
"2016- 04- 17","51.78","55.49","56.77","50.77","255.32M","-6.95%"
"2016- 04- 10","55.65","54.49","55.92","53.76","116.85M","2.26%"
"2016- 04- 03","54.42","55.43","55.66","54.21","100.78M","-2.07%"
"2016- 03- 27","55.57","54.21","55.64","53.33","114.72M","2.51%"
"2016- 03- 20","54.21","53.25","54.33","52.93","87.13M","1.35%"
"2016- 03- 13","53.49","52.71","55.00","52.63","172.73M","0.79%"
"2016- 03- 06","53.07","51.56","53.07","50.58","171.18M","2.00%"
"2016- 02- 28","52.03","51.35","52.97","50.66","151.43M","1.42%"
"2016- 02- 21","51.30","52.28","53.00","50.20","149.83M","-1.00%"
"2016- 02- 14","51.82","50.90","52.95","50.13","138.82M","2.61%"
"2016- 02- 07","50.50","49.55","50.68","48.19","227.39M","0.68%"
"2016- 01- 31","50.16","54.88","55.09","49.56","267.08M","-8.95%"
"2016- 01- 24","55.09","51.94","55.09","51.02","246.51M","5.35%"
"2016- 01- 17","52.29","51.48","52.33","49.10","184.58M","2.55%"
"2016- 01- 10","50.99","52.51","54.07","50.34","264.13M","-2.56%"
"2016- 01- 03","52.33","54.32","55.39","52.07","232.70M","-5.68%"
"2015- 12- 27","55.48","55.35","56.85","54.98","99.23M","-0.34%"
"2015- 12- 20","55.67","54.88","55.96","54.23","102.42M","2.84%"
"2015- 12- 13","54.13","54.33","56.79","53.68","250.32M","0.13%"
"2015- 12- 06","54.06","55.79","56.10","54.01","171.29M","-3.31%"
"2015- 11- 29","55.91","54.54","56.23","53.93","226.06M","3.67%"
"2015- 11- 22","53.93","54.25","54.46","53.58","82.85M","-0.48%"
"2015- 11- 15","54.19","53.08","54.66","52.85","158.72M","2.55%"
"2015- 11- 08","52.84","54.55","54.87","52.53","196.52M","-3.79%"
"2015- 11- 01","54.92","52.85","54.98","52.62","168.29M","4.33%"
"2015- 10- 25","52.64","52.53","54.37","52.50","239.46M","-0.44%"
"2015- 10- 18","52.87","47.42","54.07","47.02","277.32M","11.28%"
"2015- 10- 11","47.51","46.98","47.54","46.50","118.09M","0.85%"
"2015- 10- 04","47.11","45.74","47.54","45.70","151.96M","3.38%"
"2015- 09- 27","45.57","43.83","45.57","43.05","165.83M","3.71%"
"2015- 09- 20","43.94","43.62","44.73","43.27","128.70M","1.06%"
"2015- 09- 13","43.48","43.43","45.00","42.86","171.82M","0.00%"
"2015- 09- 06","43.48","43.30","44.40","42.74","124.44M","2.04%"
"2015- 08- 30","42.61","43.56","43.98","41.66","187.23M","-3.00%"
"2015- 08- 23","43.93","40.45","44.15","39.72","301.97M","2.00%"
"2015- 08- 16","43.07","46.81","47.45","43.07","182.45M","-8.36%"
"2015- 08- 09","47.00","46.95","47.49","45.70","126.62M","0.56%"
"2015- 08- 02","46.74","46.98","48.41","46.26","131.02M","0.09%"
"2015- 07- 26","46.70","45.94","47.40","44.79","185.96M","1.65%"
"2015- 07- 19","45.94","46.65","47.33","45.10","198.83M","-1.46%"
"2015- 07- 12","46.62","44.98","46.78","44.95","133.43M","4.51%"
"2015- 07- 05","44.61","43.96","45.22","43.32","157.15M","0.47%"
"2015- 06- 28","44.40","45.04","45.23","43.94","120.12M","-1.90%"
"2015- 06- 21","45.26","46.33","46.72","45.03","151.56M","-1.82%"
"2015- 06- 14","46.10","45.45","46.83","45.02","185.52M","0.28%"
"2015- 06- 07","45.97","46.30","46.92","45.46","126.22M","-0.37%"
"2015- 05- 31","46.14","47.06","47.77","45.84","131.52M","-1.54%"
"2015- 05- 24","46.86","46.83","48.02","46.19","112.72M","-0.09%"
"2015- 05- 17","46.90","47.98","48.22","46.82","125.89M","-2.90%"
"2015- 05- 10","48.30","47.55","48.91","46.42","150.35M","1.15%"
"2015- 05- 03","47.75","48.37","48.87","46.02","205.18M","-1.87%"
"2015- 04- 26","48.66","47.23","49.54","47.22","271.45M","1.65%"
"2015- 04- 19","47.87","41.73","48.14","41.68","274.38M","15.02%"
"2015- 04- 12","41.62","41.40","42.46","41.16","146.76M","-0.24%"
"2015- 04- 05","41.72","40.34","41.95","40.18","146.53M","3.55%"
"2015- 03- 29","40.29","41.10","41.54","40.12","144.29M","-1.66%"
"2015- 03- 22","40.97","42.88","43.17","40.83","167.13M","-4.45%"
"2015- 03- 15","42.88","41.47","42.98","41.15","216.93M","3.62%"
"2015- 03- 08","41.38","42.19","43.12","40.61","221.48M","-2.31%"
"2015- 03- 01","42.36","43.67","44.19","42.15","148.86M","-3.40%"
"2015- 02- 22","43.85","43.70","44.30","43.65","150.32M","0.00%"
"2015- 02- 15","43.85","43.97","44.00","43.05","118.13M","-0.05%"
"2015- 02- 08","43.87","42.24","43.87","42.18","172.85M","3.44%"
"2015- 02- 01","42.41","40.59","42.79","40.23","215.21M","4.98%"
"2015- 01- 25","40.40","47.00","47.13","40.35","437.79M","-14.37%"
"2015- 01- 18","47.18","46.30","47.39","45.48","137.35M","2.03%"
"2015- 01- 11","46.24","47.42","47.91","45.17","157.09M","-2.01%"
"2015- 01- 04","47.19","46.37","47.82","45.49","158.83M","0.92%"
"2014- 12- 28","46.76","47.70","47.78","46.45","80.29M","-2.34%"
"2014- 12- 21","47.88","47.78","48.80","47.71","74.86M","0.46%"
"2014- 12- 14","47.66","47.20","48.10","44.90","216.68M","1.51%"
"2014- 12- 07","46.95","48.26","48.35","46.67","144.74M","-3.04%"
"2014- 11- 30","48.42","47.88","49.06","47.71","138.16M","1.28%"
"2014- 11- 23","47.81","47.99","48.20","47.28","112.14M","-0.35%"
"2014- 11- 16","47.98","49.41","49.70","47.57","144.89M","-3.23%"
"2014- 11- 09","49.58","48.65","50.05","48.52","137.83M","1.85%"
"2014- 11- 02","48.68","46.89","48.92","46.73","128.15M","3.68%"
"2014- 10- 26","46.95","45.71","46.97","45.71","155.63M","1.78%"
"2014- 10- 19","46.13","43.06","46.90","42.81","211.08M","5.73%"
"2014- 10- 12","43.63","43.82","44.56","42.10","225.17M","-0.91%"
"2014- 10- 05","44.03","46.12","46.89","43.95","165.76M","-4.47%"
"2014- 09- 28","46.09","45.98","46.56","45.61","154.79M","-0.69%"
"2014- 09- 21","46.41","47.30","47.38","45.76","158.86M","-2.34%"
"2014- 09- 14","47.52","46.54","47.57","46.10","341.97M","1.76%"
